wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.3secs 	crusade:3next-letter 	cru____ 	== 	s 	RunAve=runAve spelling:next-letter:5: 13/13 100% 2.5secs 	Tue Feb 02 2021 09:28:06 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.5secs 	crusade:4next-letter 	crus___ 	== 	a 	RunAve=runAve spelling:next-letter:5: 14/14 100% 2.5secs 	Tue Feb 02 2021 09:28:20 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	1.7secs 	crusade:5next-letter 	crusa__ 	== 	d 	RunAve=runAve spelling:next-letter:5: 15/15 100% 2.5secs 	Tue Feb 02 2021 09:28:31 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.3secs 	crusade:6next-letter 	crusad_ 	== 	e 	RunAve=runAve spelling:next-letter:5: 16/16 100% 2.5secs 	Tue Feb 02 2021 09:28:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	crusade:1 	c______ 	== 	_rusade 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.3secs 	Tue Feb 02 2021 09:28:56 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.0secs 	goldfish:2 	go______ 	== 	__ldfish 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Tue Feb 02 2021 09:29:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.2secs 	congress:1 	c_______ 	== 	_ongress 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Tue Feb 02 2021 09:29:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	adequate:1 	a_______ 	== 	_dequate 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Tue Feb 02 2021 09:31:54 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	somewhere:1 	s________ 	== 	_omewhere 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Tue Feb 02 2021 09:32:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.3secs 	guess:2 	gu___ 	== 	__ess 	RunAve=runAve spelling:chat-only:5: 1/1 100% 4.3secs 	Wed Feb 03 2021 09:15:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	mystery:2 	my_____ 	== 	__stery 	RunAve=runAve spelling:chat-only:5: 2/2 100% 3.5secs 	Wed Feb 03 2021 09:15:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	sheik:1 	s____ 	== 	_heik 	RunAve=runAve spelling:chat-only:5: 3/3 100% 3.3secs 	Wed Feb 03 2021 09:16:08 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	plausible:1 	p________ 	== 	_lausible 	RunAve=runAve spelling:chat-only:5: 4/4 100% 3.1secs 	Wed Feb 03 2021 09:16:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	destiny:4 	dest___ 	== 	____iny 	RunAve=runAve spelling:chat-only:5: 5/5 100% 3.0secs 	Wed Feb 03 2021 09:16:55 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.3secs 	lunchroom:6 	lunchr___ 	== 	______oom 	RunAve=runAve spelling:chat-only:5: 6/6 100% 2.7secs 	Wed Feb 03 2021 09:17:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	6.7secs 	icy:1 	i__ 	== 	_cy 	RunAve=runAve spelling:chat-only:5: 7/7 100% 3.3secs 	Wed Feb 03 2021 09:20:43 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	14.6secs 	ancestry:1 	a_______ 	== 	_ncestry 	RunAve=runAve spelling:chat-only:5: 8/8 100% 4.7secs 	Wed Feb 03 2021 09:21:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	when:1 	w___ 	== 	_hen 	RunAve=runAve spelling:chat-only:5: 9/9 100% 4.4secs 	Wed Feb 03 2021 09:21:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	goldfish:1 	g_______ 	== 	_oldfish 	RunAve=runAve spelling:chat-only:5: 10/10 100% 4.2secs 	Wed Feb 03 2021 09:30:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	says:1 	s___ 	== 	_ays 	RunAve=runAve spelling:chat-only:5: 11/11 100% 4.0secs 	Wed Feb 03 2021 09:31:22 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	intrigue:4 	intr____ 	== 	____igue 	RunAve=runAve spelling:chat-only:5: 12/12 100% 3.9secs 	Wed Feb 03 2021 09:31:46 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	won't:1 	w____ 	== 	_on't 	RunAve=runAve spelling:chat-only:5: 13/13 100% 3.8secs 	Wed Feb 03 2021 09:32:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	potential:2 	po_______ 	== 	__tential 	RunAve=runAve spelling:chat-only:5: 14/14 100% 3.8secs 	Wed Feb 03 2021 09:32:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	craggy:1 	c_____ 	== 	_raggy 	RunAve=runAve spelling:chat-only:5: 15/15 100% 3.8secs 	Wed Feb 03 2021 09:32:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	studies:1 	s______ 	== 	_tudies 	RunAve=runAve spelling:chat-only:5: 16/16 100% 3.7secs 	Wed Feb 03 2021 09:33:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	oatmeal:3 	oat____ 	== 	___meal 	RunAve=runAve spelling:chat-only:5: 17/17 100% 3.7secs 	Wed Feb 03 2021 09:33:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	grows:1 	g____ 	== 	_rows 	RunAve=runAve spelling:chat-only:5: 18/18 100% 3.6secs 	Wed Feb 03 2021 09:34:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	image:1 	i____ 	== 	_mage 	RunAve=runAve spelling:chat-only:5: 19/19 100% 3.6secs 	Wed Feb 03 2021 09:34:36 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	session:3 	ses____ 	== 	___sion 	RunAve=runAve spelling:chat-only:5: 20/20 100% 3.6secs 	Wed Feb 03 2021 09:35:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	schism:1 	s_____ 	== 	_chism 	RunAve=runAve spelling:chat-only:5: 21/21 100% 3.5secs 	Wed Feb 03 2021 09:35:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	require:3 	req____ 	== 	___uire 	RunAve=runAve spelling:chat-only:5: 22/22 100% 3.5secs 	Wed Feb 03 2021 09:35:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.6secs 	schism:1 	s_____ 	== 	_chism 	RunAve=runAve spelling:chat-only:5: 23/23 100% 3.4secs 	Wed Feb 03 2021 09:36:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	bottle:2 	bo____ 	== 	__ttle 	RunAve=runAve spelling:chat-only:5: 24/24 100% 3.4secs 	Wed Feb 03 2021 09:36:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	nuisance:1 	n_______ 	== 	_uisance 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 09:36:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.3secs 	cushion:1 	c______ 	== 	_ushion 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 09:37:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	bye:1 	b__ 	== 	_ye 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 09:37:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.9secs 	paraphrase:3 	par_______ 	== 	___aphrase 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.5secs 	Wed Feb 03 2021 09:45:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	giraffe:4 	gira___ 	== 	____ffe 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.5secs 	Wed Feb 03 2021 09:45:25 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	height:1 	h_____ 	== 	_eight 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.5secs 	Wed Feb 03 2021 09:45:49 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.0secs 	barbaric:5 	barba___ 	== 	_____ric 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.5secs 	Wed Feb 03 2021 09:46:13 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	bravely:1 	b______ 	== 	_ravely 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 09:46:36 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	bravely:1 	b______ 	== 	_ravely 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.9secs 	Wed Feb 03 2021 09:47:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	roommate:1 	r_______ 	== 	_oommate 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.9secs 	Wed Feb 03 2021 09:47:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	shrewd:1 	s_____ 	== 	_hrewd 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.0secs 	Wed Feb 03 2021 09:47:49 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	barbaric:2 	ba______ 	== 	__rbaric 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.0secs 	Wed Feb 03 2021 09:48:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	sentence:2 	se______ 	== 	__ntence 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.0secs 	Wed Feb 03 2021 09:49:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.2secs 	nuisance:2 	nu______ 	== 	__isance 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.1secs 	Wed Feb 03 2021 09:49:50 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	6.1secs 	cashier:1 	c______ 	== 	_ashier 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.2secs 	Wed Feb 03 2021 09:51:03 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.9secs 	grotesque:1 	g________ 	== 	_rotesque 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.3secs 	Wed Feb 03 2021 09:51:30 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	architect:1 	a________ 	== 	_rchitect 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.3secs 	Wed Feb 03 2021 09:51:54 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	15.0secs 	persuade:2 	pe______ 	== 	__rsuade 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:53:12 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.9secs 	pursuant:2 	pu______ 	== 	__rsuant 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:54:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	argue:2 	ar___ 	== 	__gue 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 09:55:39 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	artificial:2 	ar________ 	== 	__tificial 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 09:57:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.9secs 	desecration:4 	dese_______ 	== 	____cration 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:57:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	fired:1 	f____ 	== 	_ired 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:57:48 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	luncheon:1 	l_______ 	== 	_uncheon 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:58:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	submit:1 	s_____ 	== 	_ubmit 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.9secs 	Wed Feb 03 2021 09:59:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	descent:1 	d______ 	== 	_escent 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 09:59:48 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	virtue:1 	v_____ 	== 	_irtue 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:00:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	squirm:1 	s_____ 	== 	_quirm 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 10:01:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	zipped:2 	zi____ 	== 	__pped 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:04:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.7secs 	character:1 	c________ 	== 	_haracter 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:05:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	eight:2 	ei___ 	== 	__ght 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:05:29 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	interior:1 	i_______ 	== 	_nterior 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:06:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	friend:3 	fri___ 	== 	___end 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.8secs 	Wed Feb 03 2021 10:08:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	7.5secs 	desirable:1 	d________ 	== 	_esirable 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:08:28 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	playground:4 	play______ 	== 	____ground 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:08:53 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	paragraph:6 	paragr___ 	== 	______aph 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.9secs 	Wed Feb 03 2021 10:09:16 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	dungeon:2 	du_____ 	== 	__ngeon 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:09:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	junior:2 	ju____ 	== 	__nior 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:12:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	motley:1 	m_____ 	== 	_otley 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.9secs 	Wed Feb 03 2021 10:14:21 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	knead:2 	kn___ 	== 	__ead 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:14:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.2secs 	efficient:1 	e________ 	== 	_fficient 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.7secs 	Wed Feb 03 2021 10:15:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	awful:1 	a____ 	== 	_wful 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.6secs 	Wed Feb 03 2021 10:16:19 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	camouflage:7 	camoufl___ 	== 	_______age 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.1secs 	Wed Feb 03 2021 10:16:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	congress:1 	c_______ 	== 	_ongress 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.1secs 	Wed Feb 03 2021 10:17:07 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	operation:1 	o________ 	== 	_peration 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.2secs 	Wed Feb 03 2021 10:17:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.8secs 	language:3 	lan_____ 	== 	___guage 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.2secs 	Wed Feb 03 2021 10:20:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	railway:1 	r______ 	== 	_ailway 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.2secs 	Wed Feb 03 2021 10:21:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	7.1secs 	equilibrium:5 	equil______ 	== 	_____ibrium 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.3secs 	Wed Feb 03 2021 10:21:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	policeman:1 	p________ 	== 	_oliceman 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 10:21:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.8secs 	erroneous:2 	er_______ 	== 	__roneous 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 10:22:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.7secs 	achieving:4 	achi_____ 	== 	____eving 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.6secs 	Wed Feb 03 2021 10:23:43 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	13.0secs 	noticeable:7 	noticea___ 	== 	_______ble 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:24:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.7secs 	treatment:4 	trea_____ 	== 	____tment 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.0secs 	Wed Feb 03 2021 10:24:42 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	2.0secs 	grateful:2 	gr______ 	!= 	__atefull 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.0secs 	Wed Feb 03 2021 10:28:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	7.0secs 	grateful:2 	gr______ 	== 	__ateful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:30:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.5secs 	grateful:7decreasing 	gratefu_ 	== 	_______l 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 10:30:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	grateful:6decreasing 	gratef__ 	== 	______ul 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:30:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	grateful:5decreasing 	grate___ 	== 	_____ful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 10:30:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	grateful:4decreasing 	grat____ 	== 	____eful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.9secs 	Wed Feb 03 2021 10:31:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	grateful:3decreasing 	gra_____ 	== 	___teful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.9secs 	Wed Feb 03 2021 10:31:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	grateful:2decreasing 	gr______ 	== 	__ateful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.9secs 	Wed Feb 03 2021 10:31:37 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	8.6secs 	grateful:1decreasing 	g_______ 	== 	_rateful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:31:57 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.7secs 	grateful:0next-letter 	________ 	== 	g 	RunAve=runAve spelling:next-letter:5: 1/1 100% 3.7secs 	Wed Feb 03 2021 10:32:12 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.3secs 	grateful:1next-letter 	g_______ 	== 	r 	RunAve=runAve spelling:next-letter:5: 2/2 100% 3.5secs 	Wed Feb 03 2021 10:32:26 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.1secs 	grateful:2next-letter 	gr______ 	== 	a 	RunAve=runAve spelling:next-letter:5: 3/3 100% 3.4secs 	Wed Feb 03 2021 10:32:40 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.5secs 	grateful:3next-letter 	gra_____ 	== 	t 	RunAve=runAve spelling:next-letter:5: 4/4 100% 3.4secs 	Wed Feb 03 2021 10:32:55 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	7.8secs 	grateful:4next-letter 	grat____ 	== 	e 	RunAve=runAve spelling:next-letter:5: 5/5 100% 4.3secs 	Wed Feb 03 2021 10:33:14 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	4.9secs 	grateful:5next-letter 	grate___ 	== 	f 	RunAve=runAve spelling:next-letter:5: 6/6 100% 4.4secs 	Wed Feb 03 2021 10:33:30 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.7secs 	grateful:6next-letter 	gratef__ 	== 	u 	RunAve=runAve spelling:next-letter:5: 7/7 100% 4.3secs 	Wed Feb 03 2021 10:33:45 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.6secs 	grateful:7next-letter 	gratefu_ 	== 	l 	RunAve=runAve spelling:next-letter:5: 8/8 100% 4.1secs 	Wed Feb 03 2021 10:33:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	conjugate:1 	c________ 	== 	_onjugate 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:34:13 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.7secs 	grateful:2 	gr______ 	== 	__ateful 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:34:28 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	bravely:2 	br_____ 	== 	__avely 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 10:34:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	irksome:3 	irk____ 	== 	___some 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:35:06 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	7.8secs 	preoccupy:5 	preoc____ 	== 	_____cupy 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.3secs 	Wed Feb 03 2021 10:35:35 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.8secs 	yesterday:2 	ye_______ 	== 	__sterday 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.4secs 	Wed Feb 03 2021 10:35:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	my:1 	m_ 	== 	_y 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.3secs 	Wed Feb 03 2021 10:36:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.7secs 	mammal:3 	mam___ 	== 	___mal 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.4secs 	Wed Feb 03 2021 10:36:50 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.7secs 	intrigue:4 	intr____ 	== 	____igue 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.4secs 	Wed Feb 03 2021 10:37:14 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	bracelet:5 	brace___ 	== 	_____let 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.4secs 	Wed Feb 03 2021 10:37:38 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	dungeon:4 	dung___ 	== 	____eon 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 10:38:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	zipped:1 	z_____ 	== 	_ipped 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 10:38:25 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	tale:1 	t___ 	== 	_ale 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 10:38:49 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	alien:2 	al___ 	== 	__ien 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.0secs 	Wed Feb 03 2021 10:39:12 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	eye:1 	e__ 	== 	_ye 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.5secs 	Wed Feb 03 2021 10:39:36 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	submit:1 	s_____ 	== 	_ubmit 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.5secs 	Wed Feb 03 2021 10:40:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	what:1 	w___ 	== 	_hat 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.5secs 	Wed Feb 03 2021 10:40:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.3secs 	monotonous:6 	monoto____ 	== 	______nous 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.4secs 	Wed Feb 03 2021 10:40:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	drowsy:1 	d_____ 	== 	_rowsy 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.2secs 	Wed Feb 03 2021 10:41:10 GMT-0600 (Central Standard Time)
